,rank,RDM,RDM_avg,lower_bound,upper_bound,range,diff_m1_mc_median
101714,9.0,0.727998673915863,0.6025742292404175,0.5400070558207904,0.6648004623582264,0.12479340653743598,0.12587224127755037
19767,97.0,0.5794839859008789,0.6020581722259521,0.5818203723340656,0.6229202399411572,0.04109986760709161,0.022628826639332633
333435,85.0,0.6001632809638977,0.6014864444732666,0.5926779453163158,0.6105324603198768,0.017854515003561056,0.0011503246301323156
352896,93.0,0.5865777730941772,0.5965153773625692,0.5589714024944024,0.6345077497808985,0.07553634728649616,0.009112020697310763
210366,91.0,0.5892898440361023,0.5927794774373373,0.5735940447165281,0.6125374009317969,0.03894335621526879,0.0031556526847104083
318990,82.0,0.6037755608558655,0.5900909900665283,0.5719454797129547,0.6084938080572568,0.036548328344302106,0.014122621668751556
73396,92.0,0.589212954044342,0.5893659989039103,0.5591225055057861,0.6205189421703301,0.061396436664543974,0.0005292675043302442
286757,152.0,0.4962793588638305,0.5891936222712199,0.5468062023410947,0.6332754914668098,0.08646928912571517,0.09325996816039323
205207,137.0,0.5166481137275696,0.5875478188196818,0.529528722139816,0.6475098449037254,0.11798112276390937,0.07109115811266808
47900,26.0,0.6844015121459961,0.5863312085469564,0.542880441911562,0.6286074725169507,0.08572703060538867,0.09851820425137614
126158,90.0,0.5896899700164795,0.5860360860824585,0.5594654407619658,0.6126904086515785,0.05322496788961273,0.0041025850342240044
60289,109.0,0.5645572543144226,0.5849462747573853,0.5640121332456717,0.6052550093970276,0.04124287615135591,0.021052213196324443
10756,71.0,0.6177430748939514,0.583970864613851,0.5555943001075769,0.6110278627194663,0.055433562611889364,0.0338325026720695
4190,34.0,0.666419267654419,0.5820686022440592,0.5202822373125847,0.6413492641193013,0.12106702680671655,0.08502753106025607
63357,84.0,0.6010167002677917,0.5817728042602539,0.5490136070738744,0.6149037051922673,0.06589009811839297,0.019482983022705014
31281,24.0,0.6876636743545532,0.5816458463668823,0.5307946774930188,0.6314675181270973,0.10067284063407855,0.10675827296805163
17638,21.0,0.7000312209129333,0.5798483689626058,0.5164285505234514,0.6427533613551474,0.126324810831696,0.12141137662777257
268707,64.0,0.6269484162330627,0.5783897240956625,0.5459419717765414,0.6111335486029128,0.06519157682637144,0.04910247506412313
209797,135.0,0.5181165337562561,0.5783458153406779,0.5333057324280026,0.6228269209625086,0.08952118853450597,0.06172136821874141
128638,129.0,0.5334563255310059,0.5782691240310669,0.5595467911953664,0.5969851474430223,0.0374383562476559,0.04418247833345723
10669,42.0,0.6532522439956665,0.5780769189198812,0.5428256193601015,0.6126633764675222,0.06983775710742068,0.07567872721689417
326768,41.0,0.6537570953369141,0.5777000188827515,0.5274189289686202,0.6306035111593284,0.10318458219070825,0.07508684550030664
110410,76.0,0.6145248413085938,0.5774750709533691,0.557796296958084,0.5974882509968054,0.03969195403872139,0.03647812212697055
226667,153.0,0.4962682127952575,0.577256441116333,0.5459418321840691,0.6096597372587722,0.0637179050747031,0.08161626926252025
130169,108.0,0.5658431053161621,0.5747756163279215,0.5242347662215909,0.6213381988963078,0.09710343267471688,0.007698388887679375
13580,50.0,0.6450536847114563,0.5745306015014648,0.5154224629836041,0.6342370780817066,0.11881461509810254,0.071854133709077
41690,67.0,0.6223177313804626,0.5741361776987711,0.5151821485380015,0.6301784134428573,0.11499626490485582,0.0494234826475235
56486,25.0,0.6855075359344482,0.572261651357015,0.5125177588676061,0.6315221705438943,0.11900441167628817,0.11440032613488949
377234,94.0,0.5821002721786499,0.5708720286687216,0.5337514030382229,0.6084724896440602,0.07472108660583732,0.011883129507973766
223952,61.0,0.6312123537063599,0.5697281360626221,0.538792923354003,0.6006078867580845,0.06181496340408155,0.061734728787125714
60800,115.0,0.5563521385192871,0.5668321053187052,0.5312438135245551,0.6019716323394173,0.07072781881486223,0.011116422161401296
324051,86.0,0.5964511036872864,0.5594178040822347,0.5259548872018351,0.5951867536524711,0.06923186645063595,0.03579572981065149
78610,114.0,0.5580182671546936,0.5586917400360107,0.5371709327223818,0.5786852582237566,0.041514325501374794,0.00024834309908139396
238084,131.0,0.5301200151443481,0.5582185586293539,0.5261240307767823,0.5894177428222834,0.06329371204550116,0.028867964931776124
207448,142.0,0.5063700675964355,0.5579376220703125,0.515873302324767,0.5976468721570096,0.0817735698322426,0.05053996623617896
253477,107.0,0.5680206418037415,0.5555755297342936,0.5105663297532779,0.6042706723102107,0.09370434255693283,0.011117100354458676
279735,134.0,0.5192593336105347,0.5554335912068685,0.5106453382814266,0.599214372708255,0.0885690344268284,0.03708112605303149
209360,88.0,0.5923318266868591,0.5543170770009359,0.5152721972839451,0.5914037346304458,0.07613153734650069,0.038294317044506476
71262,111.0,0.5620184540748596,0.5518833001454672,0.5289737641542711,0.5733478546023234,0.044374090448052295,0.010774608673929542
64765,169.0,0.4595252573490143,0.5510438680648804,0.5142582132529597,0.5879998526675903,0.07374163941463052,0.09071631143488346
105081,124.0,0.5433884263038635,0.549700657526652,0.5344555551128554,0.5646848334838264,0.030229278370971002,0.0065823817061678724
155227,106.0,0.5685227513313293,0.5492107073465983,0.5059077886742417,0.5897996581271933,0.08389186945295157,0.02052146245705866
50610,117.0,0.5545040369033813,0.5439840157826742,0.5368822465841879,0.5511785869211788,0.014296340336990898,0.010758622695593134
201429,89.0,0.590447187423706,0.543964703877767,0.5069614660472171,0.5818321458310832,0.07487067978386608,0.04780634477164192
38325,104.0,0.5708059072494507,0.5437066952387491,0.5313754218777034,0.5557402337595889,0.02436481188188555,0.027226982248481413
107281,119.0,0.5505610704421997,0.5422019958496094,0.5164524848019852,0.5684544677842078,0.05200198298222258,0.009074660608602292
72301,132.0,0.5247577428817749,0.5418378114700317,0.5291313847490011,0.553915273366844,0.024783888617842864,0.016833956665981642
312169,101.0,0.5761695504188538,0.5388130346934,0.5220092980689418,0.5551039487760304,0.03309465070708861,0.03762650734989914
47224,69.0,0.6211747527122498,0.537377675374349,0.49029827166665185,0.583660606510563,0.0933623348439111,0.08468022305502343
63771,118.0,0.5527631640434265,0.5340418815612793,0.5064584595646276,0.5600379095912705,0.05357945002664288,0.01929368424807909
255194,43.0,0.6509419679641724,0.5333257516225179,0.4684178536666389,0.6010487069807909,0.13263085331415203,0.11673746160329213
209730,147.0,0.4986112117767334,0.5313887993494669,0.4979646953211235,0.5625384358591518,0.06457374053802828,0.03156543617779661
336347,154.0,0.4909865260124206,0.530046304066976,0.5145330045367722,0.5458004474203163,0.031267442883544105,0.039128536822581605
172224,31.0,0.6733812689781189,0.5292149384816488,0.470596204854917,0.5867096333398082,0.1161134284848912,0.1445556094736523
